Account Number,Date,Revenue Amount (USD),Type,Fund,Campaign,Appeal,Primary City,Primary State,Primary ZIP Code
1405,2019-02-05,10,Recurring Donation Payment,Unrestricted,,,Lewis Center,OH,43035-6126
8001,2019-02-01,20,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
1368,2019-01-31,102.56,Donation,Unrestricted,,,Dayton,OH,45429
2236,2019-01-31,300,Donation,Unrestricted,,,Columbus,OH,43220-4432
1657,2019-01-30,102.56,Donation,Unrestricted,,,Upper Arlington,OH,43221
250,2019-01-28,25.87,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
2230,2019-01-25,100,Donation,Unrestricted,,,Uniontown,OH,44685
1961,2019-01-23,25.87,Recurring Donation Payment,Unrestricted,,,,,
383,2019-01-20,25.87,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
866,2019-01-15,50,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685
2223,2019-01-14,8000,Donation,Unrestricted,,,Columbus,OH,43220
752,2019-01-11,100,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
193,2019-01-11,30,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
1231,2019-01-11,10,Recurring Donation Payment,Unrestricted,,,Edgewater,FL,32132-6942
1117,2019-01-10,25,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
61,2019-01-05,25.87,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
1405,2019-01-05,10,Recurring Donation Payment,Unrestricted,,,Lewis Center,OH,43035-6126
189,2019-01-02,120,Donation,Unrestricted,GivingTuesday,,Columbus,OH,43220
1719,2019-01-02,50,Donation,Unrestricted,,,San Antonio,TX,78260
8001,2019-01-01,20,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
1300,2018-12-31,100,Donation,Unrestricted,,,Dublin,OH,43017
2167,2018-12-29,511.55,Donation,Unrestricted,,,Bethesda,MD,20817-2458
250,2018-12-28,25.87,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
2166,2018-12-27,102.56,Donation,Unrestricted,,,,,
1961,2018-12-23,25.87,Recurring Donation Payment,Unrestricted,,,,,
47,2018-12-20,100,Donation,Unrestricted,,,Worthington,OH,43085
1604,2018-12-20,153.68,Donation,Unrestricted,,,Gallatin,TN,37066-3487
383,2018-12-20,25.87,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
1643,2018-12-19,10.53,Donation,Unrestricted,,,Westerville,OH,43082-1074
2160,2018-12-18,102.56,Donation,Unrestricted,,,Granville,OH,43023-9550
1367,2018-12-18,511.55,Donation,Unrestricted,,,Yellow Springs,OH,45387
1367,2018-12-18,25.87,Donation,Unrestricted,,,Yellow Springs,OH,45387
8225,2018-12-15,51.43,Donation,Unrestricted,,,Dublin,OH,43016
866,2018-12-15,50,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685
10041,2018-12-13,20,Donation,Unrestricted,,,Columbus,OH,43215
10041,2018-12-13,20,Donation,Unrestricted,,,Columbus,OH,43215
10041,2018-12-13,20,Donation,Unrestricted,,,Columbus,OH,43215
752,2018-12-11,100,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
193,2018-12-11,30,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
1231,2018-12-11,10,Recurring Donation Payment,Unrestricted,,,Edgewater,FL,32132-6942
2154,2018-12-10,50,Donation,Unrestricted,GivingTuesday,,"COLUMBUS,",OH,43214
1701,2018-12-10,10.41,Donation,Unrestricted,,,Apache Junction,AZ,85120-8777
1419,2018-12-10,1000,Donation,Unrestricted,,,Chagrin Falls,OH,44022-2659
1117,2018-12-10,25,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
456,2018-12-06,102.56,Donation,Unrestricted,,,columbus,OH,43220
61,2018-12-05,25.87,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
1405,2018-12-05,10,Recurring Donation Payment,Unrestricted,,,Lewis Center,OH,43035-6126
8001,2018-12-01,20,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
1367,2018-11-30,25.87,Donation,Unrestricted,,,Yellow Springs,OH,45387
2544,2018-11-29,1000,Donation,Unrestricted,2018 A THREAD of Hope,ATOH 2018,Columbus,OH,43235
2145,2018-11-29,102.56,Donation,Unrestricted,GivingTuesday,,Nashville,TN,37215-6143
2144,2018-11-28,3,Donation,Unrestricted,GivingTuesday,,Marion,OH,43302-6764
250,2018-11-28,25.87,Recurring Donation Payment,Unrestricted,GivingTuesday,,Columbus,OH,43235
2155,2018-11-27,25,Donation,Unrestricted,GivingTuesday,,Lewis Center,OH,43035
1302,2018-11-27,200,Donation,Unrestricted,GivingTuesday,,Columbus,OH,43209
2153,2018-11-27,50,Donation,Unrestricted,GivingTuesday,,Columbus,OH,43214-2271
2105,2018-11-27,51.43,Donation,Unrestricted,GivingTuesday,,Euclid,OH,44132-1105
579,2018-11-27,5.42,Donation,Unrestricted,GivingTuesday,,Westerville,OH,43082-8625
2143,2018-11-27,1000,Donation,Unrestricted,GivingTuesday,,La Grange,IL,60525
2142,2018-11-27,51.43,Donation,Unrestricted,GivingTuesday,,Naples,FL,43102
859,2018-11-27,51.43,Donation,Unrestricted,GivingTuesday,,Hilliard,OH,43026
1417,2018-11-27,51.43,Donation,Unrestricted,GivingTuesday,,Fairview Park,OH,44126
786,2018-11-27,18.71,Donation,Unrestricted,GivingTuesday,,Columbus,OH,43214
169,2018-11-27,102.56,Donation,Unrestricted,GivingTuesday,,Delaware,OH,43015-6026
2141,2018-11-27,15.64,Donation,Unrestricted,GivingTuesday,,Niles,OH,44446-1358
517,2018-11-27,102.56,Donation,Unrestricted,GivingTuesday,,Columbus,OH,43220-4217
245,2018-11-27,102.56,Donation,Unrestricted,GivingTuesday,,Columbus,OH,43214
2140,2018-11-27,50,Donation,Unrestricted,GivingTuesday,,Copley,OH,44321-2956
1545,2018-11-27,500,Donation,Unrestricted,GivingTuesday,,Columbus,OH,43221
2139,2018-11-27,100,Donation,Unrestricted,GivingTuesday,,Galena,OH,43021
2138,2018-11-27,3.37,Donation,Unrestricted,GivingTuesday,,Grove City,OH,43123-9018
825,2018-11-27,102.56,Donation,Unrestricted,GivingTuesday,,Saint James City,FL,33956
866,2018-11-27,1000,Donation,Unrestricted,GivingTuesday,,Uniontown,OH,44685
1170,2018-11-27,25,Donation,Unrestricted,GivingTuesday,,Garden City,NY,11530
2137,2018-11-27,102.56,Donation,Unrestricted,GivingTuesday,,Copley,OH,44321-2955
1657,2018-11-27,51.43,Donation,Unrestricted,GivingTuesday,,Upper Arlington,OH,43221
2136,2018-11-27,10,Donation,Unrestricted,GivingTuesday,,Redmond,WA,98052-6023
9736,2018-11-27,51.43,Donation,Unrestricted,GivingTuesday,,Columbus,OH,43220
186,2018-11-27,51.43,Donation,Unrestricted,GivingTuesday,,Columbus,OH,43231
171,2018-11-27,51.43,Donation,Unrestricted,GivingTuesday,,Bozeman,MT,59718
2135,2018-11-27,10.53,Donation,Unrestricted,GivingTuesday,,Mason,OH,45040-8564
5,2018-11-27,102.56,Donation,Unrestricted,GivingTuesday,,Columbus,OH,43235
743,2018-11-27,20.76,Donation,Unrestricted,GivingTuesday,,Columbus,OH,43212-3555
10238,2018-11-27,51.43,Donation,Unrestricted,GivingTuesday,,Westerville,OH,43082
1451,2018-11-27,25.87,Donation,Unrestricted,GivingTuesday,,Columbus,OH,43204
2118,2018-11-27,511.55,Donation,Unrestricted,GivingTuesday,,Galloway,OH,43119-9520
2007,2018-11-27,102.56,Donation,Unrestricted,GivingTuesday,,Columbus,OH,43212
1403,2018-11-27,25.87,Donation,Unrestricted,GivingTuesday,,Barberton,OH,44203
2047,2018-11-27,51.43,Donation,Unrestricted,GivingTuesday,,Upper Arlington,OH,43220
2544,2018-11-27,102.56,Donation,Unrestricted,GivingTuesday,,Columbus,OH,43235
726,2018-11-27,51.43,Donation,Unrestricted,GivingTuesday,,Columbus,OH,43220
8001,2018-11-27,25,Donation,Unrestricted,GivingTuesday,,Oak Island,NC,28461
2133,2018-11-27,51.43,Donation,Unrestricted,GivingTuesday,,Columbus,OH,43209-1861
32,2018-11-27,511.55,Donation,Unrestricted,GivingTuesday,,St. James City,FL,33956
823,2018-11-27,51.43,Donation,Unrestricted,GivingTuesday,,Columbus,OH,43220
752,2018-11-27,255.93,Donation,Unrestricted,GivingTuesday,,Columbus,OH,43214
1961,2018-11-23,25.87,Recurring Donation Payment,Unrestricted,,,,,
632,2018-11-20,100,Donation,Unrestricted,,,Columbus,OH,43212-2023
2129,2018-11-20,25,Donation,Unrestricted,,,Plano,TX,75024-4130
2128,2018-11-20,150,Donation,Unrestricted,,,Powell,OH,43065-8919
2302,2018-11-20,250,Donation,Unrestricted,GivingTuesday,,Columbus,OH,43221-1559
383,2018-11-20,25.87,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
135,2018-11-18,2500,Donation,Scholarship,,,Dublin,OH,43017-8871
2127,2018-11-16,102.56,Donation,Unrestricted,,,Wyoming,DE,19934
2126,2018-11-15,30.98,Donation,Unrestricted,,Heart Art 2018,Columbus,OH,43220-4203
2125,2018-11-15,20.76,Donation,Unrestricted,,Heart Art 2018,Columbus,OH,43221-4218
2125,2018-11-15,20.76,Donation,Unrestricted,,Heart Art 2018,Columbus,OH,43221-4218
1032,2018-11-15,61.66,Donation,Unrestricted,,Heart Art 2018,Columbus,OH,43212-1007
2123,2018-11-15,20.76,Donation,Unrestricted,,Heart Art 2018,Plano,TX,75024-4576
2095,2018-11-15,20,Donation,Unrestricted,,Heart Art 2018,Columbus,OH,43220-4322
866,2018-11-15,50,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685
1367,2018-11-13,25.87,Donation,Unrestricted,,,Yellow Springs,OH,45387
2069,2018-11-13,500,Donation,Unrestricted,2018 A THREAD of Hope,,Dublin,OH,43017-8931
2121,2018-11-13,500,Donation,Unrestricted,2018 A THREAD of Hope,,Dublin,OH,43017-5315
1329,2018-11-13,500,Donation,Unrestricted,2018 A THREAD of Hope,,Hilliard,OH,43026-7626
1570,2018-11-13,500,Donation,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43221
2120,2018-11-13,500,Donation,Unrestricted,2018 A THREAD of Hope,,Granville,OH,43023-1511
2119,2018-11-13,500,Donation,Unrestricted,2018 A THREAD of Hope,,New Albany,OH,43054
54,2018-11-13,500,Donation,Unrestricted,2018 A THREAD of Hope,,Upper Arlington,OH,43221
844,2018-11-13,500,Donation,Unrestricted,2018 A THREAD of Hope,,Worthington,OH,43085
141,2018-11-13,500,Donation,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43214
1707,2018-11-13,500,Donation,Unrestricted,2018 A THREAD of Hope,,NEW ALBANY,OH,43054
8,2018-11-13,500,Donation,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43212
2021,2018-11-13,500,Donation,Unrestricted,2018 A THREAD of Hope,,Plain City,OH,43064-9455
1973,2018-11-13,500,Donation,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43204
222,2018-11-13,500,Donation,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43209
862,2018-11-13,500,Donation,Unrestricted,2018 A THREAD of Hope,,Powell,OH,43065
2118,2018-11-13,5000,Donation,Unrestricted,2018 A THREAD of Hope,,Galloway,OH,43119-9520
9006,2018-11-13,,Soft Credit,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43220-2916
2117,2018-11-13,1000,Donation,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43215
552,2018-11-13,1000,Donation,Unrestricted,2018 A THREAD of Hope,,Upper Arlington,OH,43220
923,2018-11-13,1000,Donation,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43221
135,2018-11-13,1000,Donation,Unrestricted,2018 A THREAD of Hope,,Dublin,OH,43017-8871
1319,2018-11-13,5000,Donation,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43220-4501
1256,2018-11-13,1000,Donation,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43235
469,2018-11-13,1000,Donation,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43209-1441
80,2018-11-13,1000,Donation,Unrestricted,2018 A THREAD of Hope,,COLUMBUS,OH,43214
1334,2018-11-13,5000,Donation,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43085-7216
32,2018-11-13,,Soft Credit,Unrestricted,2018 A THREAD of Hope,,St. James City,FL,33956
1041,2018-11-13,2500,Donation,Unrestricted,2018 A THREAD of Hope,,St. James City,FL,33956
18,2018-11-13,5000,Donation,Unrestricted,2018 A THREAD of Hope,,,,
2115,2018-11-12,41.21,Donation,Unrestricted,,Heart Art 2018,Columbus,OH,43220-4766
752,2018-11-11,100,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
193,2018-11-11,30,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
1231,2018-11-11,10,Recurring Donation Payment,Unrestricted,,,Edgewater,FL,32132-6942
1405,2018-11-11,10,Recurring Donation Payment,Unrestricted,,,Lewis Center,OH,43035-6126
1117,2018-11-10,25,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
2098,2018-11-08,153.68,Donation,Unrestricted,,,Columbus,OH,43201-2406
1367,2018-11-06,51.43,Donation,Unrestricted,,,Yellow Springs,OH,45387
1600,2018-11-05,25.87,Donation,Unrestricted,,,Noblesville,IN,46060-4180
61,2018-11-05,25.87,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
2001,2018-11-02,400,Donation,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43214
2095,2018-11-02,100,Donation,Unrestricted,,,Columbus,OH,43220-4322
8001,2018-11-01,20,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
1660,2018-10-30,27.52,Donation,Unrestricted,,,Columbus,OH,43220
2093,2018-10-30,150,Donation,Unrestricted,,,Columbus,OH,43214-2038
2092,2018-10-30,150,Donation,Unrestricted,,,Powell,OH,43065-7067
2088,2018-10-29,350,Donation,Unrestricted,,,Columbus,OH,43212-3862
8623,2018-10-28,5280,Donation,Unrestricted,,,Powell,OH,43065
250,2018-10-28,25.87,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
8427,2018-10-27,,Soft Credit,Unrestricted,,,,,
248,2018-10-27,51.43,Donation,Unrestricted,,,Columbus,OH,43215-2369
635,2018-10-27,150,Donation,Unrestricted,,Heart Art 2018,Columbus,OH,43220
2010,2018-10-27,197.79,Donation,Unrestricted,2018 A THREAD of Hope,,Austin,TX,78756
2011,2018-10-27,200,Donation,Unrestricted,,,Columbus,OH,43209
573,2018-10-27,100,Donation,Unrestricted,2018 A THREAD of Hope,,Redmond,WA,98052
257,2018-10-27,500,Donation,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43221-3620
583,2018-10-26,1100,Donation,Unrestricted,,,Columbus,OH,43212-3109
9739,2018-10-26,500,Donation,Unrestricted,,,Dublin,OH,43017
505,2018-10-25,50,Donation,Unrestricted,,ATOH 2018,Worthington,OH,43085-3616
411,2018-10-25,50,Donation,Unrestricted,,ATOH 2018,Hilliard,OH,43026
245,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43214
1307,2018-10-25,250,Donation,Unrestricted,,ATOH 2018,Powell,OH,43065
1631,2018-10-25,50,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43220
620,2018-10-25,25,Donation,Unrestricted,,ATOH 2018,Galloway,OH,43119-8693
498,2018-10-25,50,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221-4000
1319,2018-10-25,500,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43220-4501
448,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221-3209
1570,2018-10-25,1000,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221
8120,2018-10-25,25,Donation,Unrestricted,,ATOH 2018,,,
1381,2018-10-25,50,Donation,Unrestricted,,ATOH 2018,Powell,OH,43065-7163
1584,2018-10-25,50,Donation,Unrestricted,,ATOH 2018,Blacklick,OH,43004-6062
6,2018-10-25,250,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43228-3832
1503,2018-10-25,25,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43209
54,2018-10-25,500,Donation,Unrestricted,,ATOH 2018,Upper Arlington,OH,43221
169,2018-10-25,250,Donation,Unrestricted,,ATOH 2018,Delaware,OH,43015-6026
30,2018-10-25,250,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43220
179,2018-10-25,250,Donation,Unrestricted,,ATOH 2018,Delaware,OH,43015-8885
825,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Saint James City,FL,33956
32,2018-10-25,500,Donation,Unrestricted,,ATOH 2018,St. James City,FL,33956
2087,2018-10-25,250,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43220
2086,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43212-1942
2085,2018-10-25,50,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43206-2271
2084,2018-10-25,50,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43220-5081
1330,2018-10-25,25,Donation,Unrestricted,,ATOH 2018,New Albany,OH,43054-5039
2082,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221-3082
2081,2018-10-25,450,Donation,Unrestricted,,ATOH 2018,Loveland,CO,80537
2080,2018-10-25,250,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43206
2079,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221-4319
2078,2018-10-25,50,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43220-1200
771,2018-10-25,250,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221-2519
2076,2018-10-25,25,Donation,Unrestricted,,ATOH 2018,Powell,OH,43065-6903
2075,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Granville,OH,43023-8000
2074,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Kent,OH,44240-6320
2073,2018-10-25,125,Donation,Unrestricted,,ATOH 2018,,,
2072,2018-10-25,500,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221
2071,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43220-2221
2070,2018-10-25,25,Donation,Unrestricted,,ATOH 2018,Westerville,OH,43082
2069,2018-10-25,250,Donation,Unrestricted,,ATOH 2018,Dublin,OH,43017-8931
2068,2018-10-25,50,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221-2615
573,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Redmond,WA,98052
257,2018-10-25,500,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221-3620
2065,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Dublin,OH,43017-9615
2064,2018-10-25,25,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43220-4501
2063,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43214-3527
2062,2018-10-25,500,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221-4238
2061,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221-3212
1358,2018-10-25,1000,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43220-6256
579,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Westerville,OH,43082-8625
2058,2018-10-25,25,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221-2636
4,2018-10-25,25,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43220-0760
4,2018-10-25,250,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43220-0760
2055,2018-10-25,1000,Donation,Unrestricted,,ATOH 2018,Cape Coral,FL,33904-5680
1329,2018-10-25,250,Donation,Unrestricted,,ATOH 2018,Hilliard,OH,43026-7626
2053,2018-10-25,25,Donation,Unrestricted,,ATOH 2018,Delaware,OH,43015-1932
2052,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Westerville,OH,43081
2051,2018-10-25,250,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43220-4846
2050,2018-10-25,250,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221-3519
2049,2018-10-25,250,Donation,Unrestricted,,ATOH 2018,Chicago,IL,60625
2048,2018-10-25,5,Donation,Unrestricted,,ATOH 2018,Dublin,OH,43016
2047,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Upper Arlington,OH,43220
2046,2018-10-25,50,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221-2805
2045,2018-10-25,10,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221-2805
2044,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43220-6120
2043,2018-10-25,50,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43202-1025
2042,2018-10-25,25,Donation,Unrestricted,,ATOH 2018,Dublin,OH,43017-5149
2041,2018-10-25,250,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221
1321,2018-10-25,50,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221
660,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43235
2038,2018-10-25,5,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43085-2625
1578,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Fairmont,WV,26554
374,2018-10-25,50,Donation,Unrestricted,,ATOH 2018,Powell,OH,43065-7320
2035,2018-10-25,50,Donation,Unrestricted,,ATOH 2018,Dublin,OH,43017
2034,2018-10-25,500,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43235-1230
640,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,DUBLIN,OH,43017
2032,2018-10-25,500,Donation,Unrestricted,,ATOH 2018,Dublin,OH,43016-3241
924,2018-10-25,50,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43201-2411
726,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43220
1833,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43235
2028,2018-10-25,25,Donation,Unrestricted,,ATOH 2018,Westerville,OH,43082-7065
2027,2018-10-25,250,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43212-3872
844,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Worthington,OH,43085
5,2018-10-25,50,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43235
10041,2018-10-25,25,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43215
8,2018-10-25,250,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43212
536,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43212
2021,2018-10-25,1000,Donation,Unrestricted,,ATOH 2018,Plain City,OH,43064-9455
16,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221
394,2018-10-25,50,Donation,Unrestricted,,ATOH 2018,"Columbus, Ohio",OH,43214
189,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43220
1782,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Bokeelia,FL,33922
1782,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Bokeelia,FL,33922
1364,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221-3311
2015,2018-10-25,250,Donation,Unrestricted,,ATOH 2018,Delaware,OH,43015
1973,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43204
31,2018-10-25,25,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221-3956
31,2018-10-25,25,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221-3956
31,2018-10-25,25,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43221-3956
2544,2018-10-25,100,Donation,Unrestricted,,ATOH 2018,Columbus,OH,43235
2007,2018-10-24,204.81,Donation,Unrestricted,,,Columbus,OH,43212
2006,2018-10-24,75,Donation,Unrestricted,,,Columbus,OH,43230-6300
1961,2018-10-23,25.87,Recurring Donation Payment,Unrestricted,,,,,
2004,2018-10-20,25.87,Donation,Unrestricted,,,Yellow Springs,OH,45387-1544
2003,2018-10-20,25.87,Donation,Unrestricted,,,Columbus,OH,43220-4642
383,2018-10-20,25.87,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
2001,2018-10-16,158,Donation,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43214
866,2018-10-15,50,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685
2000,2018-10-14,25.87,Donation,Unrestricted,,,Columbus,OH,43220-4645
1999,2018-10-14,20,Donation,Unrestricted,,,Columbus,OH,43220-4627
1997,2018-10-13,20,Donation,Unrestricted,,,Columbus,OH,43220-4772
1995,2018-10-12,25,Donation,Unrestricted,,,Columbus,OH,43220-4838
752,2018-10-11,100,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
193,2018-10-11,30,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
1231,2018-10-11,10,Recurring Donation Payment,Unrestricted,,,Edgewater,FL,32132-6942
1257,2018-10-11,5000,Donation,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43221
1117,2018-10-10,25,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
61,2018-10-05,25.87,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
1405,2018-10-05,10,Recurring Donation Payment,Unrestricted,,,Lewis Center,OH,43035-6126
193,2018-10-03,30,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
8264,2018-10-02,,Soft Credit,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43221-3620
1990,2018-10-02,5000,Donation,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43209-1011
1991,2018-10-02,1000,Donation,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43215
8001,2018-10-01,20,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
250,2018-09-28,25.87,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
1367,2018-09-27,25,Donation,Unrestricted,,,Yellow Springs,OH,45387
1961,2018-09-23,25.87,Recurring Donation Payment,Unrestricted,,,,,
189,2018-09-22,,Soft Credit,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43220
1665,2018-09-22,266.24,Donation,Unrestricted,2018 A THREAD of Hope,,,,
1665,2018-09-22,660,Donation,Unrestricted,2018 A THREAD of Hope,,,,
383,2018-09-20,25.87,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
381,2018-09-20,25,Donation,Unrestricted,,,Columbus,OH,43221-3307
274,2018-09-18,,Soft Credit,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43201
1040,2018-09-18,2500,Donation,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43215
1987,2018-09-18,100,Donation,Unrestricted,,,Pewaukee,WI,53072-3234
175,2018-09-18,50,Donation,Unrestricted,,,Columbus,OH,43215-5081
1986,2018-09-18,1085,Donation,Unrestricted,2018 A THREAD of Hope,,Columbus,OH,43215-5098
8427,2018-09-17,5,Donation,Unrestricted,,,,,
866,2018-09-15,50,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685
752,2018-09-11,100,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
1231,2018-09-11,10,Recurring Donation Payment,Unrestricted,,,Edgewater,FL,32132-6942
1985,2018-09-10,51.43,Donation,Unrestricted,,,Dublin,OH,43016-3543
1117,2018-09-10,25,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
8593,2018-09-06,150,Donation,Unrestricted,,,Powell,OH,43065
186,2018-09-06,100,Donation,Unrestricted,,,Columbus,OH,43231
